text,category
교내 공사로 인해 일부 통로가 막혀 있는데 안전 표지판이 제대로 설치되어 있지 않다는 이야기를 들었습니다. 아이들이 모르고 그대로 지나가다 위험할 수 있을 것 같습니다. 공사 구간에 대한 안전 표시와 우회 안내를 강화해 주시기 바랍니다. 공사 기간 동안 각별한 주의를 부탁드립니다.,생활지도_안전
새 학기가 시작된 지 한 달이 지났는데도 아직까지 담임 선생님의 연락처나 비상 연락 방법을 안내받지 못했습니다. 급한 일이 생겼을 때 연락할 방법이 없어서 매우 불편합니다. 학기 초 가정통신문을 통해 관련 안내를 부탁드립니다. 학부모와의 원활한 소통 체계가 마련되었으면 합니다.,기타
아이가 다니는 학교 정문 앞에 불법 주정차 차량이 많아 등하굣길이 항상 혼잡하고 위험합니다. 학교 차원에서 단속이나 안내 캠페인을 진행해 주실 수 있는지 문의드립니다. 주변 상가와의 협조도 함께 필요해 보입니다. 쾌적하고 안전한 등하교 환경을 위해 검토를 부탁드립니다.,기타
학교 알림장 앱에 공지된 준비물과 실제 수업 시간에 필요한 준비물이 달라서 혼란스러웠던 적이 여러 번 있었습니다. 정보를 전달하는 과정에서 오류가 있는 것은 아닌지 확인 부탁드립니다. 정확한 정보 전달이 학부모들에게는 매우 중요한 부분입니다. 관련 시스템 점검을 요청드립니다.,기타
방과후학교 프로그램 신청 기간을 놓쳐서 아이가 원하는 수업을 듣지 못하게 되었습니다. 신청 기간 안내가 좀 더 명확하고 충분한 시간을 두고 이루어졌으면 좋겠습니다. 혹시 추가로 신청할 수 있는 기회가 있는지도 함께 문의드립니다. 다음 학기에는 미리 안내해 주시면 감사하겠습니다.,기타
학교 홈페이지에 공지된 행사 일정과 실제로 배부된 가정통신문에 적힌 내용이 서로 일치하지 않아 혼선이 있었습니다. 정보가 통일되지 않으면 학부모들이 큰 혼란을 겪게 됩니다. 공지 채널 간 정보를 일치시켜 주시기 바랍니다. 앞으로는 두 채널 모두 정확하고 일관된 안내를 부탁드립니다.,기타
학부모 상담 주간에 맞춰 미리 신청을 했는데 아직까지 구체적인 일정 안내를 받지 못했습니다. 직장 일정을 미리 조율해야 해서 빠른 확인이 꼭 필요합니다. 상담 일정을 최대한 빨리 안내해 주시기 바랍니다. 원활한 학부모 소통을 위해 좀 더 신경 써주시면 정말 감사하겠습니다.,기타
학교 도서관 운영 시간이 너무 짧아서 아이가 원하는 책을 빌릴 시간이 늘 부족하다고 합니다. 방과 후에도 이용할 수 있도록 운영 시간 연장을 검토해 주실 수 있을까요. 독서 활동을 장려하는 차원에서도 필요해 보입니다. 학생들의 다양한 의견도 함께 수렴해 주시면 좋겠습니다.,기타
교복 공동구매 업체를 선정하는 과정이 투명하지 않다는 이야기를 다른 학부모들과 나눈 적이 있습니다. 선정 기준이나 절차에 대한 안내가 부족했던 것 같습니다. 공동구매와 관련된 정보를 좀 더 명확히 공개해 주시기 바랍니다. 학부모들의 신뢰를 위해서도 필요한 부분인 것 같습니다.,기타
아이 학급의 학급비 사용 내역에 대한 안내를 받은 적이 없어서 어떻게 쓰이고 있는지 궁금합니다. 투명한 회계 관리를 위해 정기적인 사용 내역 공개를 부탁드립니다. 학부모들이 안심할 수 있도록 안내해 주시면 감사하겠습니다. 작은 부분이지만 신뢰와 직결되는 문제인 것 같습니다.,기타
교내 와이파이 환경이 좋지 않아 온라인 수업이나 디지털 교과서를 활용할 때마다 아이가 불편을 겪는다고 합니다. 디지털 학습 환경에 대한 개선이 필요해 보입니다. 인프라 점검과 보완을 요청드립니다. 원활한 온라인 수업과 학습 진행을 위해 빠른 점검과 검토를 부탁드립니다.,기타
학교 주변에 분리수거함이 부족해서 등하굣길에 쓰레기가 방치되어 있는 모습을 자주 보게 된다고 합니다. 환경 미화 차원에서의 관리가 필요해 보입니다. 학교 차원에서 관할 기관에 협조를 요청해 주실 수 있을까요. 아이들을 위한 깨끗하고 쾌적한 통학 환경 조성을 부탁드립니다.,기타
학년 초에 미리 받은 학습준비물 목록과 실제 수업에 필요한 물품이 달라서 추가로 구입해야 하는 경우가 많았습니다. 준비물 목록을 좀 더 정확하게 안내해 주시면 좋겠습니다. 불필요한 지출을 줄이는 차원에서도 꼭 필요한 부분인 것 같습니다. 다음 학기에는 신경 써주시기 바랍니다.,기타
학교 행사 사진을 찍어 학부모들에게 공유해 주시는데 다른 아이들의 얼굴이 모자이크 없이 그대로 노출되어 있어 초상권이 걱정됩니다. 사진을 공유하기 전에 동의 절차가 있었는지 궁금합니다. 개인정보 보호 차원에서 안내 절차를 확인해 주시기 바랍니다. 신중한 처리를 부탁드립니다.,기타
학교 강당의 에어컨이 자주 고장 나서 큰 행사가 있을 때마다 너무 덥다는 이야기를 들었습니다. 시설 노후화로 인한 불편이 반복되고 있는 것 같습니다. 시설 보수 예산을 확보하여 점검해 주실 수 있는지 문의드립니다. 다음 행사부터는 더 쾌적한 환경에서 차질 없이 진행되었으면 합니다.,기타
신학기가 시작된 후 교과서 배부가 늦어져서 아이가 한동안 교과서도 없이 수업을 들어야 했던 일이 있었습니다. 학습에 차질이 생기지 않을지 걱정이 됩니다. 교과서 배부 일정을 좀 더 철저히 관리해 주시기 바랍니다. 학기 초마다 이런 혼란이 다시 생기지 않도록 부탁드립니다.,기타
학부모 총회 일정이 매번 평일 오전으로만 잡혀 있어 맞벌이를 하는 가정은 참석하기가 매우 어렵습니다. 다양한 가정 환경을 고려한 일정 운영이 필요해 보입니다. 저녁 시간대나 온라인 참여 방식도 함께 검토해 주실 수 있을까요. 더 많은 학부모가 참여할 수 있는 방안을 부탁드립니다.,기타
학교 정문에 설치된 출입 시스템이 자주 오류가 나서 학부모 인증이 잘 안 되는 경우가 많다는 이야기를 들었습니다. 방문이 필요한 상황에서 큰 불편을 겪었습니다. 시스템 점검과 개선을 요청드립니다. 원활한 학부모 출입 관리를 위해 빠른 시일 내에 신경 써주시기 바랍니다.,기타
아이 학급 게시판에 다른 학생의 성적이나 등수가 그대로 공개되어 있는 것을 보고 깜짝 놀랐습니다. 학생 개인정보 보호 차원에서 매우 부적절해 보입니다. 게시 방식에 대한 재검토를 부탁드립니다. 아이들의 자존감에도 영향을 줄 수 있는 부분이라 신중히 처리해 주시기 바랍니다.,기타
학교 앞 보행로에 가림막이 따로 없어 미세먼지가 심한 날에도 아이들이 그대로 노출된 채로 등하교를 합니다. 환경 개선을 위한 시설 보완이 필요해 보입니다. 관할 기관과 협의하여 개선 방안을 마련해 주시기 바랍니다. 아이들의 호흡기 건강을 위해 적극적인 검토를 부탁드립니다.,기타
전학 절차에 대해 행정실에 문의했는데 담당자마다 안내하는 내용이 조금씩 달라서 매우 혼란스러웠습니다. 행정 처리 과정에서 일관된 안내가 이루어졌으면 합니다. 전학과 관련된 절차를 명확히 정리하여 안내해 주시기 바랍니다. 학부모 입장에서는 정확한 정보가 무엇보다 중요한 것 같습니다.,기타
아이 학교의 가정통신문이 행사 직전에야 너무 늦게 배부되어 준비물이나 일정을 미리 챙기기가 어려웠습니다. 적어도 며칠 전에는 안내가 이루어졌으면 좋겠습니다. 가정통신문 배부 일정을 좀 더 여유 있게 조정해 주시기 바랍니다. 학부모들의 준비 시간을 고려해 주시면 감사하겠습니다.,기타
학교 운동장의 조명 시설이 노후화되어 저녁 시간에 진행되는 행사 때마다 어두워서 불편했다는 이야기를 들었습니다. 시설 점검과 보수가 시급히 필요해 보입니다. 안전과도 관련된 부분이니 예산을 확보하여 개선해 주시기 바랍니다. 안전하고 쾌적한 시설 환경을 위해 부탁드립니다.,기타
방과후학교 강사가 사전 안내 없이 갑자기 다른 강사로 바뀌어서 매우 당황스러웠습니다. 아이도 새로운 강사에게 적응하는 데 어려움을 겪고 있는 것 같습니다. 강사가 변경될 때는 사전에 충분히 안내해 주시기 바랍니다. 학부모들의 혼란을 줄이는 차원에서 꼭 필요한 절차인 것 같습니다.,기타
학교 화장실에 휴지나 비누가 자주 다 떨어져 있어 불편하다는 이야기를 아이에게 여러 번 들었습니다. 위생용품 관리가 제대로 이루어지고 있는지 점검 부탁드립니다. 기본적인 위생 환경이 잘 갖춰졌으면 합니다. 작은 부분이지만 아이들의 생활에 직접적인 영향을 미치는 것 같습니다.,기타
학교 누리집에 게시된 학사일정과 실제로 운영되는 일정이 서로 달라 헷갈리는 경우가 종종 있습니다. 최신 정보로 좀 더 자주 업데이트해 주시면 좋겠습니다. 정확한 일정 안내가 학부모들의 일정 관리에 큰 도움이 됩니다. 학사일정 정보 관리에 좀 더 세심하게 신경 써주시기를 바랍니다.,기타
아이 학급에서 진행하는 현장체험학습 비용이 처음 사전 안내보다 갑자기 늘어나서 당황스러웠던 적이 있습니다. 비용이 변경될 때는 미리 충분한 안내가 필요할 것 같습니다. 예산과 관련된 투명한 공개를 부탁드립니다. 각 가정의 경제적 부담을 충분히 고려한 운영이 앞으로 이루어졌으면 합니다.,기타
학교 주변 보행자 도로 곳곳에 자전거가 무분별하게 주차되어 있어 통행이 불편하다는 이야기를 들었습니다. 등하굣길 보행 환경에 대한 개선이 필요해 보입니다. 관할 기관과 협조하여 자전거 거치대 설치 등을 검토해 주시기 바랍니다. 안전하고 쾌적한 통학로가 되었으면 합니다.,기타
학교에 설치된 정수기 물맛이 이상하다는 이야기를 아이에게서 최근 여러 번 들었습니다. 필터 교체 주기나 관리 상태가 궁금하고 걱정이 됩니다. 정기적인 수질 점검과 관리가 이루어지고 있는지 확인 부탁드립니다. 아이들이 언제든 안심하고 마실 수 있는 물이 제공되었으면 합니다.,기타
학부모의 사전 동의 없이 아이의 그림이나 글쓰기 작품이 외부 대회에 출품된 사실을 뒤늦게 알게 되어 매우 당황스러웠습니다. 사전 동의 절차가 누락된 것 같아 매우 아쉽습니다. 앞으로는 학부모의 동의를 먼저 구해 주시기 바랍니다. 이런 절차상의 신중함이 앞으로는 꼭 필요해 보입니다.,기타
학교 행정실에 필요한 서류 발급을 요청했는데 처리 기간이 안내받은 것보다 훨씬 길어져서 불편을 겪었습니다. 급하게 필요한 서류였는데 일정에 차질이 생겨 난감했습니다. 처리 기간에 대한 정확한 안내와 신속한 처리를 부탁드립니다. 행정 서비스 전반의 개선이 필요해 보입니다.,기타
학교 게시판에 부착된 각종 안내문이 오래되어 떨어지거나 색이 바래서 알아보기 힘든 것들이 점점 많아지고 있습니다. 정기적인 게시물 관리가 필요해 보입니다. 최신 정보로 교체하고 꾸준히 관리해 주시기 바랍니다. 작은 부분이지만 학교의 관리 수준을 보여주는 부분인 것 같습니다.,기타
학교 주차장 공간이 협소해서 학부모 상담이나 큰 행사에 참석할 때마다 주차에 어려움을 겪었습니다. 인근 공영주차장과 연계한 안내라도 해주실 수 있을까요. 행사 시에는 임시 주차 공간에 대한 안내가 필요해 보입니다. 학부모들의 불편을 줄이는 방안을 검토해 주시기 바랍니다.,기타
아이가 잃어버린 물건을 찾기 위해 학교 분실물 보관함을 확인했는데 정리가 전혀 되지 않은 채 그대로 방치되어 있었습니다. 정기적인 분실물 정리와 안내가 필요해 보입니다. 학부모와 학생이 쉽게 확인할 수 있는 시스템을 마련해 주시기 바랍니다. 작은 불편이지만 개선되었으면 합니다.,기타
학교 앞 신호등 대기 시간이 너무 짧아서 저학년 아이들이 길을 건너다가 신호가 바뀌는 경우가 있다고 합니다. 관할 기관에 신호 시간 조정을 요청해 주실 수 있는지 문의드립니다. 등하굣길 안전과 직결되는 문제라 빠른 확인을 부탁드립니다. 아이들의 안전을 최우선으로 고려해 주시기 바랍니다.,기타
학교 행사가 있을 때마다 학부모회 임원분들에게만 역할이 집중되는 것 같다는 이야기를 여러 번 들었습니다. 더 많은 학부모들이 참여할 수 있는 기회가 마련되었으면 합니다. 자율적이고 부담 없는 참여 방식을 고민해 주시기 바랍니다. 다양한 학부모들의 의견이 골고루 반영되었으면 좋겠습니다.,기타
아이 학교에서 사용하는 학습용 앱이 자주 먹통이 되어 숙제를 제때 제출하지 못하는 경우가 종종 있었습니다. 시스템 안정성에 대한 개선이 필요해 보입니다. 관련 업체에 점검을 요청해 주시기 바랍니다. 아이들의 디지털 학습 환경이 앞으로 좀 더 원활하게 운영되었으면 좋겠습니다.,기타
학교에서 보내주신 가정통신문에 오탈자나 잘못된 정보가 종종 발견되어 매번 신경이 쓰입니다. 정보의 정확성이 중요한 만큼 발송 전 검토가 한 번 더 이루어졌으면 합니다. 작은 부분이지만 학교에 대한 신뢰와 관련된 사항인 것 같습니다. 발송 전 꼼꼼한 확인을 부탁드립니다.,기타
학교 동아리 활동 신청 시스템이 너무 복잡해서 아이가 원하는 동아리에 신청하는 데 큰 어려움을 겪었습니다. 좀 더 간편하고 직관적인 신청 절차로 개선해 주실 수 있을까요. 학생들의 의견을 반영한 시스템 개편이 필요해 보입니다. 다음 학기에는 꼭 개선되었으면 좋겠습니다.,기타
학교 운동장에서 미세먼지가 심한 날에도 야외 체육 수업을 그대로 진행하는 경우가 있다고 합니다. 대기질 기준에 따른 실내 대체 수업 운영이 필요해 보입니다. 아이들의 호흡기 건강을 고려한 기준 마련을 부탁드립니다. 미세먼지 농도에 따른 명확한 운영 지침을 안내해 주시면 좋겠습니다.,기타
학교 졸업앨범을 제작하는 업체를 선정하는 과정에서 학부모 의견을 수렴하는 절차가 전혀 없었다는 점이 아쉽습니다. 가격이나 품질에 대한 사전 안내도 부족했던 것 같습니다. 다음에는 학부모 의견을 반영하는 절차를 마련해 주시기 바랍니다. 투명한 진행을 위해 검토 부탁드립니다.,기타
지난주 금요일 급식에 나온 된장찌개에 두부가 거의 없고 건더기가 부실했다는 이야기를 아이에게 들었습니다. 식자재 비용 절감 때문에 양이 줄어든 것은 아닌지 걱정스러운 마음이 듭니다. 영양 기준에 맞는 적정한 식재료가 사용되고 있는지 확인 부탁드립니다. 아이들이 영양가 있는 식사를 할 수 있도록 신경 써주시기 바랍니다.,급식
지난주 미술 수업 시간에 사용한 글루건에 아이 손가락이 살짝 데이는 작은 화상 사고가 있었습니다. 다행히 심하지 않았지만 사용 전 안전 수칙 안내가 충분했는지 궁금합니다. 위험할 수 있는 도구를 사용하는 수업에서는 사전 안전 교육을 더욱 철저히 해주시기 바랍니다. 비슷한 사고가 다시 발생하지 않도록 각별히 신경 써주시면 감사하겠습니다.,생활지도_안전
"지난주 수요일 수학 수업 시간에 아이가 질문을 했는데, 진도가 늦어진다며 그냥 넘어가셨다고 들었습니다. 아이가 수학에 흥미를 잃을까 무척 걱정됩니다. 진도를 빼는 것도 중요하지만 모르는 부분을 짚고 넘어가는 수업 방식이 필요하다고 생각합니다. 혹시 개별적인 질의응답 시간이 따로 있는지 확인 후 답변 부탁드립니다.",수업_학습
어제 영어 단어 시험을 봤는데 하루에 외워야 할 분량이 50개나 된다고 합니다. 초등학생 아이가 감당하기에는 너무 벅찬 숙제량 아닌가요? 아이가 매일 밤 울면서 단어를 외우고 있어서 스트레스가 심합니다. 단어 시험 횟수를 늘리더라도 하루 분량을 조금 줄여주세요.,수업_학습
최근 체육 시간에 밖에서 뛰어노는 활동보다 교실에서 영상만 보는 경우가 너무 많다고 합니다. 성장기 아이들인 만큼 활동적인 체육 수업이 필요하다고 생각합니다. 미세먼지가 없는 날에는 가급적 운동장이나 체육관에서 신체 활동을 할 수 있도록 수업 방식을 조정해 주실 수 있으실까요? 답변 기다리겠습니다.,수업_학습
"이번 미술 과제를 위해 준비해야 하는 준비물 리스트를 보았는데, 일반 문구점에서는 구하기 힘든 재료들이 많습니다. 맞벌이 가정이라 평일에 대형 화방까지 다녀오기가 현실적으로 너무 어렵습니다. 학교에서 이런 건 당연히 준비해야 하는 건 아닌가요? 재료비를 걷어 일괄 구매하거나, 쉽게 구할 수 있는 대체 재료를 허용해 주셨으면 합니다.",수업_학습
"지난 과학 실험 시간에 알코올 램프를 다루다가 아이가 손을 살짝 데일 뻔했다고 합니다. 실험 전에 안전 교육이 충분히 이루어졌는지, 조별로 교사나 보조 인력의 지도가 제대로 진행되고 있는지 궁금합니다. 아이들의 안전과 직결된 문제인 만큼 실험 수업 시 안전 관리에 조금 더 각별한 신경을 써주시길 간곡히 부탁드립니다.",수업_학습
주말마다 제출해야 하는 독서 감상문 과제의 양이 너무 많아서 아이가 주말에도 전혀 쉬지 못하고 있습니다. 책을 읽고 즐거움을 느껴야 할 시기에 오히려 독서에 대한 거부감만 커지고 있는 것 같습니다. 강제적인 독서록 작성보다는 자율적인 독서 활동을 권장하는 방향으로 과제 방식을 변경해 주실 것을 건의드립니다.,수업_학습
이번 사회 수행평가 채점 기준이 다소 모호한 것 같습니다. 저희 아이는 교과서 내용에 충실하게 적었는데도 감점이 되었습니다. 어떤 부분이 부족했는지 아이도 저도 이해하기 어려워 다음 평가를 대비하기가 막막합니다. 수행평가 실시 전에 세부적인 평가 루브릭이나 감점 기준을 학부모와 학생들에게 명확히 공지해 주셨으면 합니다.,수업_학습
"지난주 기말고사 수학 15번 문제에 출제 오류가 있는 것 같습니다. 보기 중에 정답이 없어서 아이가 그 문제에만 10분 넘게 매달리다 다른 문제까지 망쳤다고 속상해하고 있습니다. 이미 시험은 끝났지만, 출제 과정에서 검토가 미흡했던 점은 아쉽습니다. 해당 문제에 대한 전원 정답 처리 및 재발 방지 대책을 묻고 싶습니다.",수업_학습
"이번 중간고사 국어 시험 난이도가 평소보다 지나치게 높게 출제된 것 같습니다. 반 평균이 심각하게 떨어졌다고 들었는데, 아이들이 수업 시간에 배운 내용만으로는 풀기 어려운 문제들이 많았다고 합니다. 변별력도 중요하지만 학습 의욕을 꺾을 정도의 난이도는 지양해 주셨으면 합니다. 다음 시험에서는 난이도 조절을 부탁드립니다.",수업_학습
"사회 조별 과제에서 특정 아이 한두 명만 자료 조사와 발표 준비를 다 하고, 나머지 아이들은 참여하지 않았다고 합니다. 그런데 점수는 조원 모두가 동일하게 받아서 열심히 한 아이가 허탈해하고 있습니다. 선생님들 다 고소할겁니다. 조치 취하세요.",수업_학습
방과 후 컴퓨터 교실 수업의 질이 예전보다 많이 떨어진 것 같습니다. 강사님이 수업 시간에 아이들 진도만 확인하시고 핸드폰만 보신다는 이야기를 아이에게 전해 들었습니다. 돈을 내고 듣는 수업인데 관리가 너무 부실한 것 같아 실망스럽습니다. 방과 후 강사님들에 대한 학교 차원의 주기적인 수업 모니터링을 요청합니다.,수업_학습
"오늘 오전 온라인 줌 수업 중에 접속 불량으로 튕긴 아이들이 많았는데, 선생님께서는 출석을 인정해주지 않으셨다고 합니다. 학교 시스템 문제나 일시적인 통신 오류로 인한 접속 지연인데, 이를 결석으로 처리하는 것은 너무 억울합니다. 접속 기록을 다시 확인해 주시고, 온라인 수업 시 유연한 출결 관리를 부탁드립니다.",수업_학습
"음악 리코더 수행평가 동영상 제출 기한이 수요일 저녁까지인데, 공지를 월요일 오후에 해주셔서 연습할 시간이 턱없이 부족합니다. 아파트에 살고 있어 늦은 저녁에는 층간소음 문제로 리코더를 불 수도 없는 상황입니다. 최소한 일주일 전에는 수행평가 일정을 알려주셔서 아이들이 충분히 연습할 수 있도록 배려해 주시기 바랍니다.",수업_학습
"코딩 정규 수업 진도가 너무 빠르게 나갑니다. 컴퓨터 학원을 다니지 않는 아이들은 용어조차 이해하지 못해 수업 시간 내내 멍하니 앉아만 있다고 합니다. 공교육에서 이루어지는 수업인 만큼, 선행학습을 하지 않은 학생들의 눈높이에 맞춰 기초부터 차근차근 가르쳐 주셨으면 합니다. 보충 자료라도 배부해 주시면 감사하겠습니다.",수업_학습
"매일 내주시는 한자 쓰기 숙제가 아이에게 너무 큰 부담이 되고 있습니다. 한 글자당 10번씩 써야 하는데, 의미를 이해하며 쓰기보다는 그저 칸 채우기에 급급한 단순 노동이 되어버렸습니다. 쓰기 횟수를 줄이더라도 사자성어의 뜻을 이해하고 활용하는 식의 의미 있는 학습 과제로 변경해 주실 수는 없는지 정중히 문의드립니다.",수업_학습
역사 수업이 지나치게 연도와 사건 이름 암기 위주로 진행되어 아이가 역사를 너무 지루한 과목으로 인식하고 있습니다. 흐름을 이해하고 역사적 인물의 입장에서 생각해 보는 토론식 수업이나 시청각 자료를 활용한 수업이 더 늘어났으면 좋겠습니다. 아이들이 우리 역사에 흥미를 가질 수 있도록 수업 방식을 조금 개선해 주세요.,수업_학습
"도덕 시간에 진행된 찬반 토론에서 소수 의견을 낸 아이들에게 선생님께서 면박을 주셨다는 이야기를 들었습니다. 토론 수업은 다양한 의견을 수용하고 논리적으로 설득하는 과정이어야 하는데, 정답이 정해져 있는 것처럼 유도하시는 것은 부적절하다고 봅니다. 자유롭게 발언할 수 있는 수업 분위기를 조성해 주시기를 간곡히 부탁드립니다.",수업_학습
"내일 실과 시간에 요리 실습이 있다고 들었는데, 학교에서 제공하는 조리 도구들의 위생 상태가 매우 불량하다고 아이가 걱정하고 있습니다. 저번 실습 때 프라이팬에 기름때가 그대로 남아 있었다고 하더군요. 식중독 등의 위험이 있으니 실습 전에 조리 기구 소독 및 세척 상태를 철저하게 점검해 주시기를 강력히 요청합니다.",수업_학습
이번 학기 창의적 체험활동 계획표를 보니 대부분 교실에서 종이접기나 영화 시청으로 대체되어 있습니다. 예전처럼 외부 강사를 초빙하거나 야외 생태 체험 등을 기대했는데 너무 부실하게 운영되는 것 같아 실망스럽습니다. 남은 학기 동안이라도 아이들이 다양한 경험을 할 수 있도록 보다 내실 있는 체험 프로그램을 기획해 주세요.,수업_학습
"학교에서 일괄 구매한 한문 부교재의 질이 너무 떨어집니다. 인쇄가 흐릿해서 글자가 잘 보이지 않는 페이지도 많고, 오탈자도 심심치 않게 발견됩니다. 아이들이 공부하는 책인데 검수도 제대로 안 된 교재를 선정한 이유를 모르겠습니다. 다음 학기 부교재 선정 시에는 학부모나 교사들의 꼼꼼한 사전 검토를 거쳐 주시길 바랍니다.",수업_학습
"수학 수업에서 익힘책 풀이 과정을 선생님이 칠판에 적어주기만 하고, 아이들이 각자 푼 것을 채점해주지는 않는다고 합니다. 아이가 틀린 문제를 왜 틀렸는지 모른 채 그냥 넘어가다 보니 비슷한 유형을 계속 틀리고 있습니다. 번거로우시더라도 일주일에 한 번이라도 아이들 익힘책을 걷어서 개별 피드백을 조금씩이라도 적어주셨으면 합니다.",수업_학습
"오늘 영어 듣기 평가 중에 교내 방송 스피커에서 지지직거리는 잡음이 너무 심하게 나서 뒷자리 아이들은 내용을 거의 듣지 못했다고 합니다. 시험 성적에 반영되는 중요한 평가인데 방송 시설 점검을 제대로 하지 않은 것 같습니다. 해당 학급에 한해 재시험을 치르거나, 불이익을 받지 않도록 점수 보정 조치를 취해 주시기 바랍니다.",수업_학습
"최근 치른 국어 논술형 평가 결과지를 받았는데, 점수만 적혀 있고 어떤 부분에서 감점되었는지 첨삭이 전혀 되어 있지 않습니다. 논리력이 부족한 건지 맞춤법이 틀린 건지 알아야 가정에서도 지도를 할 텐데 아쉽습니다. 선생님께서 바쁘시겠지만, 아이들의 글쓰기 능력 향상을 위해 짧은 코멘트라도 꼭 남겨주시길 부탁드립니다.",수업_학습
"과학 시간에 거의 매일 쪽지시험을 본다고 들었습니다. 배운 내용을 복습하는 취지는 이해하지만, 잦은 시험 탓에 아이가 학교 가는 것 자체를 스트레스 받아 하고 있습니다. 쪽지시험 횟수를 일주일에 한 번 정도로 줄이시고, 수업 시간에는 실험이나 탐구 활동에 더 많은 비중을 두어 주시면 감사하겠습니다. 긍정적인 검토 부탁드립니다.",수업_학습
"이번 수준별 이동수업 배정 결과에 대해 불만이 있습니다. 저희 아이는 지난번 시험에서 충분히 심화반에 들어갈 성적을 받았음에도 기초반으로 배정되었습니다. 반 편성 기준이 오직 지난 기말고사 성적순인지, 아니면 다른 평가 요소가 개입된 것인지 명확한 해명을 요구합니다. 기준이 명확하지 않다면 학부모들의 불신만 커질 것입니다.",수업_학습
원어민 선생님과 함께하는 영어 수업 시간에 원어민 교사는 뒤에 서 있기만 하고 한국인 선생님 위주로만 수업이 진행된다고 합니다. 원어민 교사와 직접 대화할 기회가 전혀 없다면 굳이 원어민 수업을 배정한 의미가 없지 않나요? 원어민 교사가 주도적으로 회화 연습을 이끌어갈 수 있도록 수업 방식을 개편해 주셨으면 합니다.,수업_학습
"음악, 미술 같은 예체능 과목의 내신 반영 비율이 너무 높아서 아이들이 국영수보다 예체능 수행평가에 매달리는 주객전도 현상이 발생하고 있습니다. 예체능은 타고난 재능이 영향을 미치는 과목인데, 이를 주요 과목과 동일한 비중으로 평가하는 것은 불합리하다고 봅니다. 예체능 과목은 절대평가로 전환하거나 반영 비율을 축소해 주세요.",수업_학습
방과 후 야간 자율학습 시간에 감독 선생님께서 자리에 안 계시는 경우가 많아 교실 분위기가 몹시 소란스럽다고 합니다. 공부하겠다고 남은 아이들인데 면학 분위기 조성이 전혀 안 되고 있어 차라리 학원 자습실로 보내는 게 낫겠다는 생각마저 듭니다. 자율학습 시간 동안 감독 교사의 순찰을 강화하여 정숙한 분위기를 유지해 주십시오.,수업_학습
매주 독서록을 작성하여 검사받는 제도가 아이들의 자율적인 독서 습관을 해치고 있습니다. 억지로 줄거리를 요약하고 억지 교훈을 짜내는 과정에서 오히려 책을 멀리하게 됩니다. 검사를 위한 독서록 쓰기보다는 한 달에 한 번 독서 토론회를 열어 아이들이 자유롭게 감상을 나누는 활동으로 대체해 주시는 것은 어떨지 건의해 봅니다.,수업_학습
"발표 위주의 국어 수업 방식 때문에 내성적인 저희 아이가 밤잠을 설치며 괴로워하고 있습니다. 모든 아이가 대중 앞에서 말하기를 잘할 수는 없는데, 발표 횟수만을 적극성의 척도로 삼아 수행평가 점수를 매기는 것은 부당합니다. 글쓰기나 시각 자료 제작 등 다른 방식으로도 참여도를 평가받을 수 있는 선택지를 마련해 주시기 바랍니다.",수업_학습
금요일마다 내주시는 수학 프린트 과제물이 10장이나 되어 주말 내내 아이가 문제만 풀고 있습니다. 주말에는 가족들과 시간을 보내거나 휴식을 취해야 하는데 과제에 짓눌려 지내는 모습이 안쓰럽습니다. 복습에 필요한 핵심 문제만 추려서 2~3장 내외로 과제량을 대폭 줄여주시길 간곡히 부탁드립니다. 아이들의 휴식권도 보장해 주세요.,수업_학습
이번 학기 수학 과제로 내주신 심화 문제집은 학교 진도보다 한참 앞선 내용을 담고 있어 선행학습을 하지 않은 아이들은 아예 손도 댈 수 없습니다. 학원이나 과외를 받는 아이들만 풀 수 있는 과제를 내주시는 것은 공교육의 취지에 어긋난다고 봅니다. 학교에서 배운 개념만으로 충분히 해결 가능한 난이도의 과제로 변경해 주십시오.,수업_학습
"과학 실험 관찰 보고서 양식이 초등학생이 작성하기에는 지나치게 복잡하고 전문적입니다. 가설 설정부터 변인 통제까지 요구하는데, 결국 부모가 대신 써주는 숙제가 되어버렸습니다. 아이 스스로 실험 결과를 관찰하고 느낀 점을 간단히 그림이나 글로 표현할 수 있는 수준으로 양식을 간소화해 주시기를 정중하게 요청하는 바입니다.",수업_학습
"어제 본 국어 받아쓰기 채점 결과를 보니 띄어쓰기 하나 틀렸다고 문장 전체를 오답 처리하셨더군요. 저학년 아이들에게는 너무 가혹한 채점 기준이 아닌가 싶습니다. 틀린 부분만 감점하거나, 띄어쓰기 오류는 세모 표시를 하여 다시 써보게 하는 식의 유연한 피드백이 아이들의 학습 동기 부여에 훨씬 도움이 될 것이라 생각합니다.",수업_학습
"현재 체육 수행평가 종목이 '뜀틀 넘기'인데, 저희 아이처럼 신체 활동에 두려움이 많은 아이들에게는 큰 스트레스입니다. 억지로 넘으려다 다칠 위험도 커 보입니다. 단일 종목으로 평가하기보다는 훌라후프, 줄넘기 등 다른 종목을 선택할 수 있는 기회를 주셔서 다양한 신체 능력을 골고루 평가받을 수 있게 해 주시면 감사하겠습니다.",수업_학습
