text,category,urgency,department
지도 표현와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
지도 표현와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학생 응대와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
학급 안내와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
피드백 방식와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,생활지도/안전,보통,생활안전부
생활 지도와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
생활 지도와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,보통,교무부
수업 중 발언와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,보통,교무부
서관 2층 여자 화장실에서 하수구 냄새가 너무 심하게 올라와 아이들이 구역질을 할 정도라고 합니다. 게다가 청소도 제대로 안 되어 있어 변기에 오물이 묻어 있는 경우가 다반사라고 하네요. 아이들이 하루 종일 생활하는 공간인 만큼 쾌적한 환경 유지는 필수입니다. 청소 인력을 충원하시거나 배관 점검을 통해 악취 문제를 조속히 해결해 주세요.,시설/환경,보통,시설관리
"연일 35도를 웃도는 폭염인데 3학년 2반 교실 에어컨이 고장 난 지 벌써 3일째라고 합니다. 아이들이 땀띠가 나고 두통을 호소하며 정상적인 수업을 받지 못하고 있습니다. 학교 측에서는 부품이 없다는 핑계만 대고 있는데, 선풍기 몇 대로는 어림도 없습니다. 이동식 에어컨이라도 긴급히 설치해 주시거나 다른 교실로 임시 이동시켜 주십시오.",시설/환경,높음,시설관리
어제 아이가 운동장 모래놀이터에서 놀다가 흙 속에 묻혀 있던 깨진 유리 조각에 손을 베여 바늘로 꿰매는 사고를 당했습니다. 정기적으로 모래를 뒤집고 이물질을 걸러내는 작업을 전혀 하지 않으시는 건가요? 자칫하면 아이들 눈이나 얼굴에 찔릴 수도 있는 아찔한 상황입니다. 전면적인 모래 교체 및 철저한 이물질 제거 작업을 강력히 촉구합니다.,시설/환경,높음,시설관리
급식실 식판과 수저에서 덜 씻긴 고춧가루나 밥알이 눌어붙어 있는 것을 여러 번 발견했다고 아이가 불평합니다. 단체 급식의 생명은 위생인데 식기 세척 상태가 이토록 불량하다니 식중독이라도 걸릴까 무척 불안합니다. 식기세척기 성능을 점검하시고 배식 전 조리 종사원들의 철저한 육안 검수 과정을 거쳐 청결한 식기를 제공해 주시기를 바랍니다.,시설/환경,높음,시설관리
"한겨울 영하의 날씨인데도 학교에서 에너지 절약을 이유로 교실 난방 온도를 18도에 맞춰두어 아이들이 패딩을 입고 오들오들 떨며 수업을 듣고 있습니다. 손이 시려 연필도 제대로 쥐지 못하다고 하네요. 아이들의 건강과 면학 분위기 조성을 위해 교실 적정 온도를 22도 이상으로 올려 주시고, 중앙 통제식 난방 시스템도 개선해 주셨으면 합니다.",시설/환경,높음,시설관리
"비가 오는 날이면 본관 중앙 계단 복도 바닥이 너무 미끄러워서 아이들이 넘어져 엉덩방아를 찧는 일이 비일비재합니다. 저학년 아이들은 뼈가 약해 자칫 큰 골절 사고로 이어질 수 있습니다. 복도 바닥에 미끄럼 방지 매트를 깔아주시거나, 비 오는 날에는 물기 제거 전담 인력을 배치하여 안전사고를 미연에 방지해 주시기를 정중하게 건의드립니다.",시설/환경,높음,시설관리
동관 3층에서 4층으로 올라가는 계단 손잡이 난간이 덜컹거리고 나사가 풀려 있어 아이들이 장난을 치며 기대다가 밑으로 추락할 위험이 커 보입니다. 학기 초부터 아이들이 계속 흔들린다고 이야기했다는데 아직도 수리가 안 된 이유를 모르겠습니다. 대형 사고가 발생하기 전에 학교 시설물 안전 점검을 실시하고 즉각적인 보수 공사를 진행해 주세요.,시설/환경,높음,시설관리
"실내 체육관 바닥에 먼지가 너무 많아서 아이들이 한 시간만 체육을 하고 와도 양말이 새까매지고 콧물이 줄줄 흐릅니다. 환기 시설도 제대로 작동하지 않아 공기가 무척 탁하다고 하네요. 호흡기 질환을 유발할 수 있는 심각한 문제입니다. 대형 공기청정기를 추가로 설치해 주시고, 매일 아침 체육관 바닥 물걸레 청소를 실시해 주시기를 바랍니다.",시설/환경,보통,시설관리
"각 층 복도에 설치된 정수기 필터를 언제 마지막으로 교체하셨는지 투명하게 공개해 주십시오. 물에서 쇠맛이 나고 쾌쾌한 냄새가 난다며 아이들이 학교에서 물을 마시지 않고 참았다가 집에 와서 허겁지겁 마시고 있습니다. 정수기 청결 상태와 필터 교체 주기를 철저히 준수해 주시고, 수질 검사 결과표를 정수기 옆에 상시 부착해 두시길 요청합니다.",시설/환경,보통,시설관리
저희 아이 반 교탁과 아이들 책걸상이 너무 낡아서 모서리 시트지가 다 벗겨져 있습니다. 튀어나온 합판 가시에 아이들이 긁혀서 옷이 찢어지고 살갗이 벗겨지는 상처를 자주 입고 옵니다. 게다가 의자 다리 길이는 맞지도 않아 덜그럭거린다고 하네요. 아이들 체형과 안전에 맞는 새 책걸상으로 전면 교체해 주시기를 학부모 대표로서 강력히 건의합니다.,시설/환경,높음,시설관리
