text,category,urgency,source,original_urgency
비가 오는 날 현관 물기 미제거로 인한 미끄러운 바닥 보행 안전 생활지도는 안 하고 두발 규정만 단속하는 교사들의 주객전도 태도에 실망이 가득합니다,생활지도/안전,높음,external_prompt_round2,보통
학교 매점 앞 통로 밀집도가 지나치게 높아 압사 안전사고 위험을 겪고 아이가 가슴 답답해하는데도 동선 제지나 분산 생활지도 조치가 없어 너무 화가 납니다,생활지도/안전,높음,external_prompt_round2,보통
기숙사 야간 점호 이후 학생들이 방을 이탈해 고성방가를 지르는 생활지도 붕괴 환경을 사감 교사가 야간 순찰 소홀로 방치하여 수면 부족 고통을 유발합니다,생활지도/안전,높음,external_prompt_round2,보통
수업 중 창밖으로 지우개나 페트병을 던지는 투척 비행 행동을 가벼운 훈방 조치로만 끝내 아래 통행 학생의 두부 손상 안전사고 위험을 방임하는 학교입니다,생활지도/안전,높음,external_prompt_round2,보통
"동아리 실습 도구(칼, 글루건) 화상 자상 위험 가이드라인 안내 부족 상태에서 강사가 밀착 생활지도를 안 해 아이가 다치고 서러움의 눈물을 흘렸습니다",생활지도/안전,높음,external_prompt_round2,보통
학교 주변 유흥가 유해 업소 밀집 구역에 대한 방과 후 교외 순찰 생활지도가 전무하여 학생들이 범죄 안전사고 위험에 무방비로 노출되어 실망스럽습니다,생활지도/안전,높음,external_prompt_round2,보통
교실 내 텔레비전 모니터 거치대 나사가 헐거워져 흔들리는데도 시설 보수 없이 수업을 강행하여 학생 머리 위 낙하 안전사고 위험이 도사리는 위험 환경입니다,생활지도/안전,높음,external_prompt_round2,보통
방과 후 자율학습 미신청 학생을 교실에 강제로 잡아두고 문을 잠가 화재 발생 시 대피 불가 안전사고 위험을 초래하는 위법적 고압 생활지도를 중단하십시오,생활지도/안전,높음,external_prompt_round2,보통
체육 수업 참관 중인 아픈 학생을 땡볕 운동장 바닥에 아무 조치 없이 앉혀두어 열사병 위험과 정서적 방치 학대 환경을 유발하는 교사의 처사에 분노합니다,생활지도/안전,높음,external_prompt_round2,보통
교내 엘리베이터 정원 초과 탑승 장난을 제재하는 생활지도가 없어 실제 갇힘 안전사고 위험으로 아이들이 안에서 공포와 가슴 답답함을 호소하며 울었습니다,생활지도/안전,높음,external_prompt_round2,보통
학급 내 스마트폰 불법 도박 유행 정황을 담임교사가 조례 시간 외 폰 수거 생활지도 소홀로 방치하여 갈취 비행 안전사고 위험으로 번지는 열악한 교실입니다,생활지도/안전,높음,external_prompt_round2,보통
체육관 무대 뒤 밀폐된 어두운 사각지대에 대한 출입 통제 생활지도가 없어 감전 화재 안전사고 위험 및 비행 아지트 환경이 방치되는 것에 실망이 큽니다,생활지도/안전,높음,external_prompt_round2,보통
학교 운동장 낙후된 창고 주변 깨진 유리병 방치 구역에 대한 접근 제한 안내 부족과 생활지도 실종으로 아이들이 놀다 다칠 상해 위험이 심각합니다,생활지도/안전,높음,external_prompt_round2,보통
청소 시간 젖은 걸레로 복도 바닥을 닦은 후 미끄럼 경고판 설치나 보행 생활지도가 없어 뛰어가던 아이들이 단체로 넘어지는 낙상 안전사고 위험이 높습니다,생활지도/안전,높음,external_prompt_round2,보통
학교 홈페이지 익명 게시판이 스팸 광고와 악성 매크로 글로 도배되어 공지사항 안내 부족과 소통 부족을 유발하는데도 행정실은 사이트 보안 관리를 방치합니다,기타,낮음,external_prompt_round2,보통
학기 초 발급된 학생증의 사진 인쇄 상태가 흐릿하게 오타 범벅으로 나와 시설 이용 불이익을 겪는데 복잡한 재발급 수수료 추가 부담을 가정에 전가해 화가 납니다,기타,보통,external_prompt_round2,낮음
행정실 직원들의 전화 응대 태도가 너무 고압적이고 퉁명스러워 필수 서류 문의 시 정서적 모욕감과 불통 행정 소통 부족 스트레스를 유발하여 가슴이 답답합니다,기타,낮음,external_prompt_round2,낮음
일방적으로 지정한 독점 교복 납품 업체의 품질이 형편없고 비싸 학부모의 경제적 과제 부담을 가중시키며 교환 AS 소통 부족 처사에 매우 실망스럽습니다,기타,보통,external_prompt_round2,낮음
졸업앨범 사진 화질이 조잡하고 특정 학생 편중 인쇄로 인해 우리 아이가 교실 내 소외감과 정서적 상처를 받았으나 앨범 사태 환불 불가 소통 부족으로 일관합니다,기타,보통,external_prompt_round2,낮음
교내 자판기 음료 유통기한 경고 안내 부족 상태로 고장 장비가 방치되어 위생 안전사고 위험과 돈 낭비 불편을 겪는 상황에 대해 시설 지도를 원합니다,기타,높음,external_prompt_round2,보통
자체 모바일 페이 결제 시스템의 잦은 서버 다운 결제 오류로 학생들이 점심시간 내 줄만 서다 밥을 굶고 방치되어 스트레스와 실망감을 호소하고 있습니다,기타,보통,external_prompt_round2,낮음
분실물 보관소 접수 대장 및 온라인 조회 시스템 가이드라인 안내 부족으로 분실물이 도난 유실되는 방임 태도에 가정의 경제적 손실 부담이 커져 화가 납니다,기타,낮음,external_prompt_round2,낮음
학교 발전기금 찬조금 명목의 반강제 기부 독려 가정통신문으로 경제적 정신적 스트레스를 유발하며 차별 대우 위화감 조성 소통 부족 처사에 항의합니다,기타,보통,external_prompt_round2,보통
성적표 우편 발송 행정 주소지 오기로 민감한 사생활 개인정보가 타인에게 노출 노출되는 행정 사고 위험과 소통 부족 응대 태도에 책임자 문책을 요구합니다,기타,높음,external_prompt_round2,보통
동아리 선정 과정이 가위바위보 무작위 배정 방식으로 진행되어 희망 진로 기회를 박탈당하고 학습 의욕 저하 교실 수업 이해 부족을 겪게 만드는 행정입니다,기타,낮음,external_prompt_round2,낮음
도서관 대출증 우선 발급 차별 처사로 일반 학생들이 도서 이용 제한 불이익과 교내 위화감 소외감 정서적 상처를 느끼게 만드는 불공정 행정을 시정 바랍니다,기타,보통,external_prompt_round2,낮음
불법 사교육 홍보 전단지 배포원들이 교문 안까지 침입해 아이 가방을 붙잡아 무섭고 심장이 뛰는데도 보안 관리를 유기하고 방치하는 학교에 실망했습니다,기타,보통,external_prompt_round2,보통
주말 조기축구회 운동장 유료 대관 수익에만 치중해 정작 학생들이 주말 시설 이용을 전면 통제당하고 쓰레기 오염 환경 위험을 마주하게 만드는 상업 행정입니다,기타,높음,external_prompt_round2,낮음
교내 매점 간식 가격이 편용점보다 터무니없이 비싸 용돈이 부족한 아이가 교실 소외감을 느끼며 영양 칼로리 안내 부족 폭리 행태에 분노를 호소합니다,기타,낮음,external_prompt_round2,낮음
단체 봉사활동 프로그램 기관이 특정 종교 편향성이 심한 곳으로 지정되어 종교 자유 침해와 정서적 학대 스트레스를 가중시키는 소통 부족 기획 태도입니다,기타,보통,external_prompt_round2,보통
셔틀버스 운행 노선이 일부 학부모 임원 거주지 위주로 편파 배정되어 원거리 통학 학생이 만성 피로와 교통 불편 위험을 겪음에도 소통 부족으로 일관합니다,기타,높음,external_prompt_round2,보통
장학금 수혜자 선정 심사 기준이 불투명하고 공지 안내 부족 상태로 밀실 처리되어 학생들 간 불화와 학업 학습 의욕 저하 좌절감 눈물을 유발하고 있습니다,기타,낮음,external_prompt_round2,보통
교지 인쇄물에 학생 동의 없이 개인 초상권과 입시 성적 정보를 무단 실어 전교생 놀림거리 정서적 트라우마 무서워하는 인권침해를 저지른 행정입니다,기타,보통,external_prompt_round2,보통
동아리 연습실 배정 시간이 교사 주관적 호불호로 편파 분배되어 복도 바닥 연습 서러움 눈물 소통 부족 온라인 시설 예약 시스템 구축을 촉구합니다,기타,보통,external_prompt_round2,낮음
아침 명상 오디오 방송 볼륨이 너무 크고 종교색 내용으로 두통과 아침 학습 준비 기회 박탈 과제 부담 스트레스를 조장하는 일방적 행정을 중단하십시오,기타,보통,external_prompt_round2,낮음
교내 공모전 결과 발표일이 수 주 지연됨에도 아무런 지연 사유 안내 부족 상태로 방치해 입시 포트폴리오 불안 피가 마르는 만성 피로를 겪고 있습니다,기타,낮음,external_prompt_round2,보통
교육용 태블릿 PC 장비를 분실 위험 핑계로 보관함에 잠가만 두고 수업 시간 시설 활용 개방을 안 해 교실 수업 이해 부족을 유발하는 전시 행정입니다,기타,높음,external_prompt_round2,낮음
교내 건의함 수거를 수개월째 안 해 먼지만 쌓이고 학생 의견 묵살 무력감 눈물을 유발하는 형식적 쇼 소통 부족 행정을 투명하게 처리장 전면 공개 바랍니다,기타,낮음,external_prompt_round2,낮음
축제 기간 외부 푸드트럭 쓰레기 처리 비용을 학생 결제액에 강제 전가해 과제 부담을 주며 돈 없는 아이를 교실 구석 소외감 눈물 흘리게 만든 기획입니다,기타,보통,external_prompt_round2,낮음
학부모 공식 방문 상담 차량의 교내 진입 주차 시설을 전면 통제해 극심한 불편과 담임 상담 조치 혜택 방치 소외감을 유발하는 고압적 규정입니다,기타,보통,external_prompt_round2,낮음
가정통신문 알리미 앱 서버 오류로 내일 준비물 공지가 밤늦게 전달되어 퇴근 후 문구점을 헤매는 양육 스트레스와 아이 꾸중 눈물을 유발하는 불량 시설입니다,기타,보통,external_prompt_round2,보통
의무 예방 교육을 강당 바닥 소음 속 동영상 틀어주기 형식 실적 채우기로 방치해 정작 실제 폭력 위험 대처법 안내 부족 실망을 키우는 부실 프로그램입니다,기타,높음,external_prompt_round2,낮음
매점 판매 가공식품 대기업 독점 비율 100%로 품목 다양성 선택 권리를 침해하고 불량 배아픔 학습 의욕 저하 입찰 과정 비공개 소통 부족 상태입니다,기타,보통,external_prompt_round2,낮음
청소 시간 자욱한 복도 먼지 속 마스크 지도 없이 강제 청소 가학 노동 환경으로 아이 눈따가움 머리아픔 만성 피로를 느끼게 만드는 구시대 청소 방식입니다,기타,보통,external_prompt_round2,낮음
방학 캠프 취소 공지를 개강 전날 밤 일방 문자 통보해 맞벌이 양육 일정 붕괴 피마름과 아이 혼자 집 방치 우울 눈물을 유발한 부실 행정 처리입니다,기타,낮음,external_prompt_round2,보통
영재 학급 선발 시험 출제 오류 채점 기준 비공개 이의 제기 원천 봉쇄 소통 부족으로 아이 학습 의욕 완전 꺾임 교실 눈물 불신을 조장하는 밀실 행정입니다,기타,보통,external_prompt_round2,보통
체육 대회 특혜 배치 간식 지급으로 대다수 일반 학생 들러리 취급 뙤약볕 스탠드 방치 정서적 소외감 학대 상처 눈물을 유발하는 안일한 행정입니다,기타,보통,external_prompt_round2,낮음
정서 특성검사 관심군 학생 명단 비밀 관리 소홀 유출로 교실 내 왕따 위험 인권침해 등교 거부 트라우마 심장 내려앉음 보안 시스템 부실 사태입니다,기타,높음,external_prompt_round2,보통
도서관 무인 대출 키오스크 UI 시설 오작동 복잡함 안내 부족으로 책 대출 20분 소요 독서 학습 의욕 저하 가슴 답답함 시설 보수를 원합니다,기타,낮음,external_prompt_round2,낮음
초빙 외부 강사의 편견 차별 발언으로 수업 아이들 정서적 학대 정신적 충격 교실 지옥 눈물 자질 검증 소통 부족 자격 블랙리스트 지정을 요구합니다,기타,보통,external_prompt_round2,보통
운영위원회 회의록 핵심 안건 예산 내역 블라인드 처리 형식 눈속임 행정 폐쇄성 불신 가슴 답답함 안내 부족 원본 영수증 첨부 전면 공개를 항의합니다,기타,낮음,external_prompt_round2,낮음
교육 급여 지원 신청 종이 안내문을 무분별 배포해 가난 낙인 걱정 불안 정서적 상처 등교 거부 개인정보 생활지도 소홀 전산 시스템 수정을 촉구합니다,기타,낮음,external_prompt_round2,보통
학급 환경미화 예산 현실화 부족 부담을 임원 부모 사치 경쟁 유발 경제적 과제 부담 스트레스 돈 따르는 학습 의욕 저하 불법 찬조 묵인 행정입니다,기타,보통,external_prompt_round2,낮음
인기 특별 프로그램 참가 선발 기준 선착순 모바일 접수 서버 1초만 터짐 기회 박탈 안내 부족 불평등 소통 부족 추첨제 배정 시스템 개선을 원합니다,기타,낮음,external_prompt_round2,낮음
교내 백일장 심사 교사들의 본인 학급 동아리 몰아주기 수상 실적 조작 의혹 정서적 학대 허탈감 피거꾸로 분노 학습 의욕 저하 블라인드 심사 요구입니다,기타,보통,external_prompt_round2,보통
학습 전용 앱 업데이트 오류 동기화 실패 미제출 감점 불이익 기술 결함 고압 응대 태도 과제 부담 억울함 만성 피로 눈물 시스템 무상 시설 보수 원합니다,기타,보통,external_prompt_round2,낮음
선도위 처벌 수위 권력 자녀 경고 일반 학생 사회봉사 고무줄 잣대 불평등 도덕성 상실 극심 불신 불안 무서워함 가슴 답답 양형 원본 공개를 요구합니다,기타,보통,external_prompt_round2,보통
생기부 입력 마감 셀프 세특 작성 강요 폐단 과제 부담 극에 달함 직무유기 학대 방임 입시 불이익 걱정 밤새 눈물 사교육 대필 추가 비용 전수조사 원합니다,기타,보통,external_prompt_round2,보통
동아리 활동비 증빙 절차 낙후 규격 불일치 반려 행정 과제 부담 스트레스 안내 부족 관료주의 횡포 연구 진도 방해 가슴 답답 사진 업로드 시설 원합니다,기타,낮음,external_prompt_round2,낮음
재학증명서 발급기 시설 행정실 내부 설치 오후 4시 반 종료 문잠금 방거후 학생 발급 사각지대 시간 쫓김 불이익 위험 퇴근 우선 소통 부족 항의합니다,기타,높음,external_prompt_round2,낮음
학생회 선거 공약 사전 검열 민주주의 침해 자율 비판 사고 가로막음 독재 검열 소통 부족 짜고 치는 고스톱 허탈감 학습 의욕 저하 자유 공약 원합니다,기타,높음,external_prompt_round2,낮음
교육 경비 자동이체 출금 날짜 사전 공지 안내 부족 무작위 출금 가계 재정 혼란 알림 문자 누락 시스템 오류 미납자 자책 교실 무서워함 시설 조치 요구입니다,기타,낮음,external_prompt_round2,낮음
다중 시설 이용 수칙 영어 한문 표기 한글 안내 부족 저학년 다문화 가정 규칙 이해 못함 이용 제한 불이익 면박 방치 눈물 한글 병기 시설 개선 바랍니다,기타,낮음,external_prompt_round2,낮음
사설 모의고사 비용 시중보다 터무니 비쌈 성적 분석 부실 단순 등수 표기 불신 가득 소통 부족 피드백 거부 문제풀이 과제 부담 학습 의욕 저하 중단 요구입니다,기타,보통,external_prompt_round2,낮음
