review_id,text,current_category,review_category,review_urgency,review_note
124,음식 위생와 관련해 여러 학생에게 영향을 줄 수 있는 사안으로 보입니다. 급식 운영 기준과 확인 결과를 안내해 주시기 바랍니다,급식,급식,낮음,
125,화장실 청결와 관련해 여러 학생이 함께 사용하는 공간이라 관리가 필요합니다. 시설 상태를 점검하고 필요한 조치를 부탁드립니다,시설/환경,시설/환경,보통,
126,행정 안내와 관련해 학교 운영 방식에 대해 문의드릴 부분이 있습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
127,질문 응답와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
128,교실 냉난방와 관련해 안전과 위생 측면에서 확인이 필요합니다. 시설 상태를 점검하고 필요한 조치를 부탁드립니다,시설/환경,시설/환경,높음,
129,우유 제공와 관련해 학생 건강과 관련될 수 있어 확인을 요청드립니다. 재발 방지를 위한 관리 방안을 검토해 주시기 바랍니다,급식,급식,높음,
130,가정통신문와 관련해 일정과 준비 사항을 다시 확인하고 싶습니다. 혼란이 없도록 안내 내용을 보완해 주시기 바랍니다,기타,기타,낮음,
131,운동장 시설와 관련해 학생들이 이용하기에 불편함이 있다는 이야기를 들었습니다. 조치 예정 시점을 안내해 주시면 감사하겠습니다,시설/환경,시설/환경,보통,
132,급수대 관리와 관련해 수업과 학교생활에 지장이 있을 수 있어 보입니다. 조치 예정 시점을 안내해 주시면 감사하겠습니다,시설/환경,시설/환경,보통,
133,식단 안내와 관련해 여러 학생에게 영향을 줄 수 있는 사안으로 보입니다. 필요한 경우 가정에도 관련 내용을 공유해 주시면 좋겠습니다,급식,급식,낮음,
134,운동장 시설와 관련해 최근 상태가 나빠졌다는 이야기가 있었습니다. 시설 상태를 점검하고 필요한 조치를 부탁드립니다,시설/환경,시설/환경,보통,
135,가정통신문와 관련해 가정에서 확인해야 할 내용이 명확하지 않았습니다. 혼란이 없도록 안내 내용을 보완해 주시기 바랍니다,기타,기타,낮음,
136,학교 정문에 설치된 출입 시스템이 자주 오류가 나서 학부모 인증이 잘 안 되는 경우가 많다는 이야기를 들었습니다. 방문이 필요한 상황에서 큰 불편을 겪었습니다. 시스템 점검과 개선을 요청드립니다. 원활한 학부모 출입 관리를 위해 빠른 시일 내에 신경 써주시기 바랍니다.,기타,기타,낮음,
137,배식 과정와 관련해 학생이 식사 과정에서 불편함을 느꼈다고 말했습니다. 재발 방지를 위한 관리 방안을 검토해 주시기 바랍니다,급식,급식,보통,
138,식단 안내와 관련해 최근 반복적으로 비슷한 이야기가 들리고 있습니다. 급식 운영 기준과 확인 결과를 안내해 주시기 바랍니다,급식,급식,보통,
139,배식 과정와 관련해 제공 방식에 대해 궁금한 부분이 있습니다. 학생들이 안심하고 식사할 수 있도록 점검을 부탁드립니다,급식,급식,보통,
140,금요일마다 내주시는 수학 프린트 과제물이 10장이나 되어 주말 내내 아이가 문제만 풀고 있습니다. 주말에는 가족들과 시간을 보내거나 휴식을 취해야 하는데 과제에 짓눌려 지내는 모습이 안쓰럽습니다. 복습에 필요한 핵심 문제만 추려서 2~3장 내외로 과제량을 대폭 줄여주시길 간곡히 부탁드립니다. 아이들의 휴식권도 보장해 주세요.,수업/학습 문제,수업/학습 문제,보통,
141,급수대 관리와 관련해 최근 상태가 나빠졌다는 이야기가 있었습니다. 조치 예정 시점을 안내해 주시면 감사하겠습니다,시설/환경,시설/환경,보통,
142,"선생님들 출퇴근 차량이 드나드는 정문 주차장 진입로와 아이들의 도보 통학로가 명확히 분리되어 있지 않아 매일 아침 등굣길이 아수라장입니다. 갑자기 튀어나오는 차량 때문에 아이들이 깜짝 놀라 멈칫하는 아찔한 순간을 여러 번 목격했습니다. 안전봉을 세워 보행자 전용 통로를 확실하게 분리해 주시고, 등하교 시간대에는 교문 앞 차량 출입을 통제해 주십시오.",시설/환경,시설/환경,높음,
143,식단 안내와 관련해 학생이 식사 과정에서 불편함을 느꼈다고 말했습니다. 재발 방지를 위한 관리 방안을 검토해 주시기 바랍니다,급식,급식,보통,
144,책걸상 상태와 관련해 여러 학생이 함께 사용하는 공간이라 관리가 필요합니다. 시설 상태를 점검하고 필요한 조치를 부탁드립니다,시설/환경,시설/환경,보통,
145,쉬는 시간 지도와 관련해 학생이 불안함을 느낀 상황이 있었다고 말했습니다. 가정에서도 함께 지도할 수 있도록 안내를 요청드립니다,생활지도/안전,생활지도/안전,낮음,
146,가정통신문와 관련해 가정에서 확인해야 할 내용이 명확하지 않았습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
147,화장실 청결와 관련해 학생들이 이용하기에 불편함이 있다는 이야기를 들었습니다. 불편이 계속되지 않도록 관리 계획을 검토해 주시기 바랍니다,시설/환경,시설/환경,보통,
148,지도 표현와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
149,보충 학습와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
150,지도 표현와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
151,가정통신문와 관련해 안내된 절차에 대해 추가 설명이 필요합니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
152,급수대 관리와 관련해 점검이 필요한 상태로 보여 걱정됩니다. 학생들이 안전하게 이용할 수 있도록 확인해 주시기 바랍니다,시설/환경,시설/환경,높음,
153,교내 이동와 관련해 안전사고로 이어질 가능성이 있어 걱정됩니다. 학생 안전을 위해 지도 계획을 점검해 주시기 바랍니다,생활지도/안전,생활지도/안전,높음,
154,반찬 구성와 관련해 제공 방식에 대해 궁금한 부분이 있습니다. 필요한 경우 가정에도 관련 내용을 공유해 주시면 좋겠습니다,급식,급식,낮음,
155,교내 와이파이 환경이 좋지 않아 온라인 수업이나 디지털 교과서를 활용할 때마다 아이가 불편을 겪는다고 합니다. 디지털 학습 환경에 대한 개선이 필요해 보입니다. 인프라 점검과 보완을 요청드립니다. 원활한 온라인 수업과 학습 진행을 위해 빠른 점검과 검토를 부탁드립니다.,기타,기타,낮음,
156,최근 학교 주변에 배회하는 낯선 차량이 자주 목격된다는 이야기를 다른 학부모들과 나눈 적이 여러 번 있습니다. 아이들 안전이 걱정되어 이렇게 말씀드립니다. 등하교 시간대 학교 주변 순찰을 강화해 주시기 바랍니다. 학부모들에게도 미리 주의 안내 문자를 보내주시면 좋겠습니다.,생활지도/안전,생활지도/안전,높음,
157,친구 관계와 관련해 지도 공백이 생기지 않도록 확인이 필요합니다. 관련 상황을 확인하고 필요한 생활지도를 부탁드립니다,생활지도/안전,생활지도/안전,보통,
158,생활 지도와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
159,음식 위생와 관련해 가정에서 확인하기에 안내가 조금 더 필요해 보입니다. 재발 방지를 위한 관리 방안을 검토해 주시기 바랍니다,급식,급식,낮음,
160,학생 응대와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,교사 태도/행동,보통,
161,쉬는 시간 지도와 관련해 지도 공백이 생기지 않도록 확인이 필요합니다. 가정에서도 함께 지도할 수 있도록 안내를 요청드립니다,생활지도/안전,생활지도/안전,낮음,
162,급식 온도와 관련해 가정에서 확인하기에 안내가 조금 더 필요해 보입니다. 학생들이 안심하고 식사할 수 있도록 점검을 부탁드립니다,급식,급식,보통,
163,질문 응답와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,수업/학습 문제,보통,
164,평가 기준와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
165,보충 학습와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,수업/학습 문제,보통,
166,"컴퓨터실 PC가 도입된 지 10년이 다 되어가는 구형 모델이라 부팅하는 데만 10분이 넘게 걸리고, 코딩 프로그램 하나 돌리려 해도 버벅거려 멈춰버리기 일쑤라고 합니다. 4차 산업혁명 시대에 소프트웨어 교육을 강조하면서 정작 하드웨어 인프라가 이렇게 열악해서야 어떻게 제대로 된 IT 교육이 이루어지겠습니까? 최신 사양의 컴퓨터로 전면 교체할 예산 편성을 요구합니다.",시설/환경,시설/환경,보통,
167,행정 안내와 관련해 학부모 입장에서 궁금한 부분이 남아 있습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
168,상담 일정와 관련해 공지 내용만으로는 판단하기 어려운 점이 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
169,배식 과정와 관련해 제공 방식에 대해 궁금한 부분이 있습니다. 급식 운영 기준과 확인 결과를 안내해 주시기 바랍니다,급식,급식,낮음,
170,"학생 주임 선생님께서 아침 등굣길에 교복 치마 길이가 짧다며 아이들의 치마를 들춰보거나 다리를 툭툭 치며 지적하신다고 합니다. 복장 규제는 필요하지만, 신체 접촉을 동반한 강압적인 단속 방식은 여학생들에게 큰 수치심을 유발할 수 있는 성희롱적 소지가 다분합니다. 말로서 타이르고 구두로 경고하는 방식의 건전한 생활 지도를 촉구합니다.",교사 태도/행동,교사 태도/행동,높음,
171,수업 중 발언와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
172,학교폭력 예방와 관련해 지도 공백이 생기지 않도록 확인이 필요합니다. 가정에서도 함께 지도할 수 있도록 안내를 요청드립니다,생활지도/안전,생활지도/안전,높음,
173,하굣길에 항상 지나는 골목길의 가로등이 고장 나서 어두워 아이 혼자 다니기에 위험하다고 합니다. 겨울철 해가 일찍 지면서 더욱 걱정스러운 상황입니다. 학교에서 관할 구청에 가로등 수리를 요청해 주실 수 있는지 문의드립니다. 아이들의 등하굣길 안전 확보를 위해 꼭 부탁드립니다.,생활지도/안전,생활지도/안전,높음,
174,온라인 과제와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,수업/학습 문제,보통,
175,지도 표현와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,교사 태도/행동,보통,
176,운동장 이용와 관련해 학생들 사이의 관계를 조금 더 살펴볼 필요가 있어 보입니다. 가정에서도 함께 지도할 수 있도록 안내를 요청드립니다,생활지도/안전,생활지도/안전,낮음,
177,책걸상 상태와 관련해 안전과 위생 측면에서 확인이 필요합니다. 불편이 계속되지 않도록 관리 계획을 검토해 주시기 바랍니다,시설/환경,시설/환경,높음,
178,과제 안내와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
179,학교 누리집에 게시된 학사일정과 실제로 운영되는 일정이 서로 달라 헷갈리는 경우가 종종 있습니다. 최신 정보로 좀 더 자주 업데이트해 주시면 좋겠습니다. 정확한 일정 안내가 학부모들의 일정 관리에 큰 도움이 됩니다. 학사일정 정보 관리에 좀 더 세심하게 신경 써주시기를 바랍니다.,기타,기타,낮음,
180,창문 안전와 관련해 여러 학생이 함께 사용하는 공간이라 관리가 필요합니다. 조치 예정 시점을 안내해 주시면 감사하겠습니다,시설/환경,시설/환경,높음,
181,교내 이동와 관련해 안전사고로 이어질 가능성이 있어 걱정됩니다. 재발 방지를 위한 조치와 확인 결과를 알려주시기 바랍니다,생활지도/안전,생활지도/안전,높음,
182,평가 기준와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
183,가정통신문와 관련해 공지 내용만으로는 판단하기 어려운 점이 있습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
184,행정 안내와 관련해 학부모 입장에서 궁금한 부분이 남아 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
185,복도 조명와 관련해 수업과 학교생활에 지장이 있을 수 있어 보입니다. 불편이 계속되지 않도록 관리 계획을 검토해 주시기 바랍니다,시설/환경,시설/환경,보통,
186,학교 행사와 관련해 안내된 절차에 대해 추가 설명이 필요합니다. 가정에서도 확인할 수 있도록 추가 공지를 부탁드립니다,기타,기타,낮음,
187,상담 일정와 관련해 가정에서 확인해야 할 내용이 명확하지 않았습니다. 혼란이 없도록 안내 내용을 보완해 주시기 바랍니다,기타,기타,낮음,
188,지난 4월 9일 급식에 나온 멸치국물에서 비린 맛이 너무 강해서 아이가 거의 다 남기고 왔다고 합니다. 육수에 사용하는 재료나 조리 방법에 변화를 줄 수 있는지 궁금합니다. 아이들 입맛에 맞는 조리법을 연구해 보시는 것도 필요할 것 같습니다. 참고해 주시면 정말 감사하겠습니다.,급식,급식,낮음,
189,피드백 방식와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
190,보충 학습와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
191,생활 지도와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,교사 태도/행동,보통,
192,알레르기 표시와 관련해 가정에서 확인하기에 안내가 조금 더 필요해 보입니다. 재발 방지를 위한 관리 방안을 검토해 주시기 바랍니다,급식,급식,높음,
193,운동장 이용와 관련해 학교 차원의 예방 안내가 필요해 보입니다. 재발 방지를 위한 조치와 확인 결과를 알려주시기 바랍니다,생활지도/안전,생활지도/안전,보통,
194,저희 애가 성이 변씨 인데 친구들이 자꾸 변기라고 불러서 지금 자존감이 많이 내려갔어요 제 아이 상처 받은 거 어떻게 보상하실거예요? 저번에 민재가 자꾸 변기라고 불러서 민재 엄마한테도 경고 줬는데 또 이러네요 이젠 선생님도 어느정도 책임이 있지 않겠어요? 애 엄마가 지금 화가 많이 났네요. 선생님께서 확실하게 조치 취해주세요.,생활지도/안전,생활지도/안전,보통,
195,교내 공사로 인해 일부 통로가 막혀 있는데 안전 표지판이 제대로 설치되어 있지 않다는 이야기를 들었습니다. 아이들이 모르고 그대로 지나가다 위험할 수 있을 것 같습니다. 공사 구간에 대한 안전 표시와 우회 안내를 강화해 주시기 바랍니다. 공사 기간 동안 각별한 주의를 부탁드립니다.,생활지도/안전,생활지도/안전,높음,
196,질문 응답와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
197,학교 행정실에 필요한 서류 발급을 요청했는데 처리 기간이 안내받은 것보다 훨씬 길어져서 불편을 겪었습니다. 급하게 필요한 서류였는데 일정에 차질이 생겨 난감했습니다. 처리 기간에 대한 정확한 안내와 신속한 처리를 부탁드립니다. 행정 서비스 전반의 개선이 필요해 보입니다.,기타,기타,낮음,
198,행정 안내와 관련해 공지 내용만으로는 판단하기 어려운 점이 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
199,과제 안내와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
200,쉬는 시간 지도와 관련해 안전사고로 이어질 가능성이 있어 걱정됩니다. 관련 상황을 확인하고 필요한 생활지도를 부탁드립니다,생활지도/안전,생활지도/안전,높음,
201,보충 학습와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
202,운동장 시설와 관련해 여러 학생이 함께 사용하는 공간이라 관리가 필요합니다. 시설 상태를 점검하고 필요한 조치를 부탁드립니다,시설/환경,시설/환경,보통,
203,수업 설명와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
204,운동장 이용와 관련해 비슷한 상황이 반복될까 우려됩니다. 관련 상황을 확인하고 필요한 생활지도를 부탁드립니다,생활지도/안전,생활지도/안전,보통,
205,반찬 구성와 관련해 가정에서 확인하기에 안내가 조금 더 필요해 보입니다. 학생들이 안심하고 식사할 수 있도록 점검을 부탁드립니다,급식,급식,보통,
206,등하교 안전와 관련해 안전사고로 이어질 가능성이 있어 걱정됩니다. 학생 안전을 위해 지도 계획을 점검해 주시기 바랍니다,생활지도/안전,생활지도/안전,높음,
207,방과후 과정와 관련해 공지 내용만으로는 판단하기 어려운 점이 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
208,급수대 관리와 관련해 수업과 학교생활에 지장이 있을 수 있어 보입니다. 시설 상태를 점검하고 필요한 조치를 부탁드립니다,시설/환경,시설/환경,보통,
209,생활 지도와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
210,복도 조명와 관련해 최근 상태가 나빠졌다는 이야기가 있었습니다. 시설 상태를 점검하고 필요한 조치를 부탁드립니다,시설/환경,시설/환경,보통,
211,책걸상 상태와 관련해 여러 학생이 함께 사용하는 공간이라 관리가 필요합니다. 조치 예정 시점을 안내해 주시면 감사하겠습니다,시설/환경,시설/환경,보통,
212,가정통신문와 관련해 학부모 입장에서 궁금한 부분이 남아 있습니다. 혼란이 없도록 안내 내용을 보완해 주시기 바랍니다,기타,기타,낮음,
213,질문 응답와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
214,학급 안내와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,교사 태도/행동,보통,
215,준비물 공지와 관련해 가정에서 확인해야 할 내용이 명확하지 않았습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
216,수업 중 발언와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,교사 태도/행동,보통,
217,보충 학습와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
218,상담 일정와 관련해 학교 운영 방식에 대해 문의드릴 부분이 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
219,식단 안내와 관련해 가정에서 확인하기에 안내가 조금 더 필요해 보입니다. 학생들이 안심하고 식사할 수 있도록 점검을 부탁드립니다,급식,급식,보통,
220,과제 안내와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
221,복도 조명와 관련해 수업과 학교생활에 지장이 있을 수 있어 보입니다. 조치 예정 시점을 안내해 주시면 감사하겠습니다,시설/환경,시설/환경,보통,
222,학교 행사와 관련해 학교 운영 방식에 대해 문의드릴 부분이 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
223,등하교 안전와 관련해 비슷한 상황이 반복될까 우려됩니다. 관련 상황을 확인하고 필요한 생활지도를 부탁드립니다,생활지도/안전,생활지도/안전,높음,
224,음식 위생와 관련해 최근 반복적으로 비슷한 이야기가 들리고 있습니다. 필요한 경우 가정에도 관련 내용을 공유해 주시면 좋겠습니다,급식,급식,보통,
225,평가 기준와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,수업/학습 문제,보통,
226,체험학습 절차와 관련해 학교 운영 방식에 대해 문의드릴 부분이 있습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
227,화장실 청결와 관련해 학생들이 이용하기에 불편함이 있다는 이야기를 들었습니다. 학생들이 안전하게 이용할 수 있도록 확인해 주시기 바랍니다,시설/환경,시설/환경,높음,
228,"매일 종례 시간이 30분 이상 지연되어 학원 버스를 놓치거나 방과 후 스케줄이 엉망이 되는 일이 비일비재합니다. 담임 선생님께서 그날 화가 나셨다는 이유로 아이들을 꼼짝 못 하게 앉혀두고 설교를 늘어놓으시는 건 일종의 감정풀이 아닌가요? 정해진 하교 시간을 엄수해 주시고, 전달 사항은 요점만 간단히 마쳐 주시기를 간곡히 당부드립니다.",교사 태도/행동,교사 태도/행동,보통,
229,학교폭력 예방와 관련해 학생들 사이의 관계를 조금 더 살펴볼 필요가 있어 보입니다. 가정에서도 함께 지도할 수 있도록 안내를 요청드립니다,생활지도/안전,생활지도/안전,높음,
230,학교폭력 예방와 관련해 안전사고로 이어질 가능성이 있어 걱정됩니다. 학생 안전을 위해 지도 계획을 점검해 주시기 바랍니다,생활지도/안전,생활지도/안전,높음,
231,과제 안내와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
232,쉬는 시간 지도와 관련해 지도 공백이 생기지 않도록 확인이 필요합니다. 재발 방지를 위한 조치와 확인 결과를 알려주시기 바랍니다,생활지도/안전,생활지도/안전,보통,
233,준비물 공지와 관련해 학부모 입장에서 궁금한 부분이 남아 있습니다. 가정에서도 확인할 수 있도록 추가 공지를 부탁드립니다,기타,기타,낮음,
234,체험학습 절차와 관련해 학부모 입장에서 궁금한 부분이 남아 있습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
235,식단 안내와 관련해 최근 반복적으로 비슷한 이야기가 들리고 있습니다. 필요한 경우 가정에도 관련 내용을 공유해 주시면 좋겠습니다,급식,급식,보통,
236,온라인 과제와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
237,"학교에서 일괄 구매한 한문 부교재의 질이 너무 떨어집니다. 인쇄가 흐릿해서 글자가 잘 보이지 않는 페이지도 많고, 오탈자도 심심치 않게 발견됩니다. 아이들이 공부하는 책인데 검수도 제대로 안 된 교재를 선정한 이유를 모르겠습니다. 다음 학기 부교재 선정 시에는 학부모나 교사들의 꼼꼼한 사전 검토를 거쳐 주시길 바랍니다.",수업/학습 문제,수업/학습 문제,높음,
238,학급 안내와 관련해 학생이 자신이 존중받지 못했다고 느낀 부분이 있었습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,교사 태도/행동,보통,
239,가정통신문와 관련해 학부모 입장에서 궁금한 부분이 남아 있습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
240,쉬는 시간 지도와 관련해 학생이 불안함을 느낀 상황이 있었다고 말했습니다. 재발 방지를 위한 조치와 확인 결과를 알려주시기 바랍니다,생활지도/안전,생활지도/안전,보통,
241,방과후 과정와 관련해 안내된 절차에 대해 추가 설명이 필요합니다. 가정에서도 확인할 수 있도록 추가 공지를 부탁드립니다,기타,기타,낮음,
242,교실 뒤편 사물함 모서리가 날카롭게 파손되어 있어 아이가 지나가다 부딪힐 뻔했다고 합니다. 시설물 파손 부분에 대한 빠른 보수가 시급해 보입니다. 작은 부분이라도 자칫 안전사고로 이어질 수 있으니 점검 부탁드립니다. 학기 초에 전체 시설에 대한 점검을 한 번 해주시면 좋겠습니다.,생활지도/안전,생활지도/안전,높음,
243,반찬 구성와 관련해 최근 반복적으로 비슷한 이야기가 들리고 있습니다. 필요한 경우 가정에도 관련 내용을 공유해 주시면 좋겠습니다,급식,급식,보통,
244,"이번 수준별 이동수업 배정 결과에 대해 불만이 있습니다. 저희 아이는 지난번 시험에서 충분히 심화반에 들어갈 성적을 받았음에도 기초반으로 배정되었습니다. 반 편성 기준이 오직 지난 기말고사 성적순인지, 아니면 다른 평가 요소가 개입된 것인지 명확한 해명을 요구합니다. 기준이 명확하지 않다면 학부모들의 불신만 커질 것입니다.",수업/학습 문제,수업/학습 문제,보통,
245,친구 관계와 관련해 비슷한 상황이 반복될까 우려됩니다. 관련 상황을 확인하고 필요한 생활지도를 부탁드립니다,생활지도/안전,생활지도/안전,보통,
246,창문 안전와 관련해 점검이 필요한 상태로 보여 걱정됩니다. 불편이 계속되지 않도록 관리 계획을 검토해 주시기 바랍니다,시설/환경,시설/환경,높음,
247,식단 안내와 관련해 제공 방식에 대해 궁금한 부분이 있습니다. 재발 방지를 위한 관리 방안을 검토해 주시기 바랍니다,급식,급식,낮음,
248,운동장 이용와 관련해 지도 공백이 생기지 않도록 확인이 필요합니다. 관련 상황을 확인하고 필요한 생활지도를 부탁드립니다,생활지도/안전,생활지도/안전,보통,
249,학부모 총회 일정이 매번 평일 오전으로만 잡혀 있어 맞벌이를 하는 가정은 참석하기가 매우 어렵습니다. 다양한 가정 환경을 고려한 일정 운영이 필요해 보입니다. 저녁 시간대나 온라인 참여 방식도 함께 검토해 주실 수 있을까요. 더 많은 학부모가 참여할 수 있는 방안을 부탁드립니다.,기타,기타,낮음,
250,수업 진도와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
251,책걸상 상태와 관련해 학생들이 이용하기에 불편함이 있다는 이야기를 들었습니다. 불편이 계속되지 않도록 관리 계획을 검토해 주시기 바랍니다,시설/환경,시설/환경,보통,
252,피드백 방식와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,교사 태도/행동,보통,
253,화장실 청결와 관련해 점검이 필요한 상태로 보여 걱정됩니다. 불편이 계속되지 않도록 관리 계획을 검토해 주시기 바랍니다,시설/환경,시설/환경,보통,
254,역사 수업이 지나치게 연도와 사건 이름 암기 위주로 진행되어 아이가 역사를 너무 지루한 과목으로 인식하고 있습니다. 흐름을 이해하고 역사적 인물의 입장에서 생각해 보는 토론식 수업이나 시청각 자료를 활용한 수업이 더 늘어났으면 좋겠습니다. 아이들이 우리 역사에 흥미를 가질 수 있도록 수업 방식을 조금 개선해 주세요.,수업/학습 문제,수업/학습 문제,보통,
